Quarter,الشهر,الربع السنوي,Description,Item_id2,HeaderField_Id,Title,العنوان,Quarter_Number,Month,Type,الوصف,Year,Value,Month_Number,Item_id,النوع
"Third Quarter","أغسطس","الربع الثالث","---","370482","8902","Number","العدد","3","August","Floor Area Ratio Buildings","إضافات وتعديلات","2016","247","8","6724","مباني نسب طابقية"
"Third Quarter","أغسطس","الربع الثالث","---","370482","8903","Number","العدد","3","August","Floor Area Ratio Buildings","بناء جديد","2016","14","8","6724","مباني نسب طابقية"
"Third Quarter","أغسطس","الربع الثالث","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","3","August","Floor Area Ratio Buildings","إضافات وتعديلات","2016","5167858.53","8","6725","مباني نسب طابقية"
"Third Quarter","أغسطس","الربع الثالث","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","3","August","Floor Area Ratio Buildings","بناء جديد","2016","8563152.74","8","6725","مباني نسب طابقية"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8902","Number","العدد","3","September","Private Villa","إضافات وتعديلات","2016","433","9","6714","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8903","Number","العدد","3","September","Private Villa","بناء جديد","2016","423","9","6714","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Private Villa","إضافات وتعديلات","2016","67556.11","9","6715","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Private Villa","بناء جديد","2016","1833970.21","9","6715","فلل خاصة"
"Third Quarter","سبتمبر","الربع الثالث","---","370478","8902","Number","العدد","3","September","Investment Villa","إضافات وتعديلات","2016","338","9","6716","فلل إستثمارية"
"Third Quarter","سبتمبر","الربع الثالث","---","370478","8903","Number","العدد","3","September","Investment Villa","بناء جديد","2016","14","9","6716","فلل إستثمارية"
"Third Quarter","سبتمبر","الربع الثالث","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Investment Villa","إضافات وتعديلات","2016","25588.1","9","6717","فلل إستثمارية"
"Third Quarter","سبتمبر","الربع الثالث","---","370478","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Investment Villa","بناء جديد","2016","254298.75","9","6717","فلل إستثمارية"
"Third Quarter","سبتمبر","الربع الثالث","---","370479","8902","Number","العدد","3","September","Industrial Buildings","إضافات وتعديلات","2016","191","9","6718","مباني صناعية"
"Third Quarter","سبتمبر","الربع الثالث","---","370479","8903","Number","العدد","3","September","Industrial Buildings","بناء جديد","2016","5","9","6718","مباني صناعية"
"Third Quarter","سبتمبر","الربع الثالث","---","370479","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Industrial Buildings","إضافات وتعديلات","2016","59660.41","9","6719","مباني صناعية"
"Third Quarter","سبتمبر","الربع الثالث","---","370479","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Industrial Buildings","بناء جديد","2016","94204.64","9","6719","مباني صناعية"
"Third Quarter","سبتمبر","الربع الثالث","---","370480","8902","Number","العدد","3","September","Public Buildings","إضافات وتعديلات","2016","176","9","6720","مباني عامة"
"Third Quarter","سبتمبر","الربع الثالث","---","370480","8903","Number","العدد","3","September","Public Buildings","بناء جديد","2016","11","9","6720","مباني عامة"
"Third Quarter","سبتمبر","الربع الثالث","---","370480","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Public Buildings","إضافات وتعديلات","2016","74754.31","9","6721","مباني عامة"
"Third Quarter","سبتمبر","الربع الثالث","---","370480","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Public Buildings","بناء جديد","2016","628622.04","9","6721","مباني عامة"
"Third Quarter","سبتمبر","الربع الثالث","---","370481","8902","Number","العدد","3","September","Multi-Storey Buildings","إضافات وتعديلات","2016","312","9","6722","مباني متعددة الطوابق"
"Third Quarter","سبتمبر","الربع الثالث","---","370481","8903","Number","العدد","3","September","Multi-Storey Buildings","بناء جديد","2016","22","9","6722","مباني متعددة الطوابق"
"Third Quarter","سبتمبر","الربع الثالث","---","370481","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Multi-Storey Buildings","إضافات وتعديلات","2016","60407.64","9","6723","مباني متعددة الطوابق"
"Third Quarter","سبتمبر","الربع الثالث","---","370481","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Multi-Storey Buildings","بناء جديد","2016","1277738.84","9","6723","مباني متعددة الطوابق"
"Third Quarter","سبتمبر","الربع الثالث","---","370482","8902","Number","العدد","3","September","Floor Area Ratio Buildings","إضافات وتعديلات","2016","156","9","6724","مباني نسب طابقية"
"Third Quarter","سبتمبر","الربع الثالث","---","370482","8903","Number","العدد","3","September","Floor Area Ratio Buildings","بناء جديد","2016","7","9","6724","مباني نسب طابقية"
"Third Quarter","سبتمبر","الربع الثالث","---","370482","8902","Area (Square foot)","المساحة بالقدم مربع","3","September","Floor Area Ratio Buildings","إضافات وتعديلات","2016","22925.66","9","6725","مباني نسب طابقية"
"Third Quarter","سبتمبر","الربع الثالث","---","370482","8903","Area (Square foot)","المساحة بالقدم مربع","3","September","Floor Area Ratio Buildings","بناء جديد","2016","1024640.71","9","6725","مباني نسب طابقية"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370477","8902","Number","العدد","4","October","Private Villa","إضافات وتعديلات","2016","662","10","6714","فلل خاصة"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370477","8903","Number","العدد","4","October","Private Villa","بناء جديد","2016","228","10","6714","فلل خاصة"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370477","8902","Area (Square foot)","المساحة بالقدم مربع","4","October","Private Villa","إضافات وتعديلات","2016","267125.57","10","6715","فلل خاصة"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370477","8903","Area (Square foot)","المساحة بالقدم مربع","4","October","Private Villa","بناء جديد","2016","1249533.77","10","6715","فلل خاصة"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370478","8902","Number","العدد","4","October","Investment Villa","إضافات وتعديلات","2016","752","10","6716","فلل إستثمارية"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370478","8903","Number","العدد","4","October","Investment Villa","بناء جديد","2016","64","10","6716","فلل إستثمارية"
"Fourth Quarter","أكتوبر","الربع الرابع","---","370478","8902","Area (Square foot)","المساحة بالقدم مربع","4","October","Investment Villa","إضافات وتعديلات","2016","368209.28","10","6717","فلل إستثمارية"
